Dates,Category,Descript,PdDistrict,DayOfWeek
2018/8/15,Strategic developments,Looting/property destruction,Jiangxi,星期三
2018/8/15,Protests,Peaceful protest,Jiangsu,星期三
2018/8/15,Protests,Peaceful protest,Zhejiang,星期三
2018/8/15,Protests,Peaceful protest,Shaanxi,星期三
2018/8/15,Protests,Protest with intervention,Jilin,星期三
2018/8/16,Strategic developments,Change to group/activity,Liaoning,星期四
2018/8/16,Strategic developments,Looting/property destruction,Yunnan,星期四
2018/8/16,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/16,Strategic developments,Change to group/activity,Henan,星期四
2018/8/16,Violence against civilians,Abduction/forced disappearance,Guangdong,星期四
2018/8/16,Protests,Peaceful protest,Hebei,星期四
2018/8/16,Protests,Peaceful protest,Beijing,星期四
2018/8/16,Protests,Protest with intervention,Hainan,星期四
2018/8/16,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/16,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/16,Strategic developments,Change to group/activity,Liaoning,星期四
2018/8/16,Strategic developments,Change to group/activity,Henan,星期四
2018/8/16,Strategic developments,Change to group/activity,Gansu,星期四
2018/8/16,Strategic developments,Change to group/activity,Henan,星期四
2018/8/16,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/16,Protests,Peaceful protest,Henan,星期四
2018/8/16,Protests,Peaceful protest,Jiangsu,星期四
2018/8/17,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/8/17,Strategic developments,Looting/property destruction,Henan,星期五
2018/8/17,Strategic developments,Looting/property destruction,Henan,星期五
2018/8/17,Violence against civilians,Abduction/forced disappearance,Jiangsu,星期五
2018/8/17,Protests,Peaceful protest,Henan,星期五
2018/8/18,Protests,Peaceful protest,Hubei,星期六
2018/8/18,Violence against civilians,Attack,Hebei,星期六
2018/8/18,Protests,Peaceful protest,Tianjin,星期六
2018/8/19,Strategic developments,Change to group/activity,Henan,星期日
2018/8/19,Protests,Peaceful protest,Guizhou,星期日
2018/8/19,Protests,Peaceful protest,Yunnan,星期日
2018/8/20,Protests,Peaceful protest,Inner Mongolia,星期一
2018/8/20,Riots,Violent demonstration,Guangdong,星期一
2018/8/20,Protests,Peaceful protest,Chongqing,星期一
2018/8/20,Protests,Peaceful protest,Shaanxi,星期一
2018/8/20,Strategic developments,Looting/property destruction,Guangdong,星期一
2018/8/20,Strategic developments,Change to group/activity,Jiangsu,星期一
2018/8/20,Protests,Protest with intervention,Shaanxi,星期一
2018/8/20,Strategic developments,Change to group/activity,Liaoning,星期一
2018/8/20,Strategic developments,Other,Xinjiang,星期一
2018/8/20,Violence against civilians,Attack,Jiangsu,星期一
2018/8/21,Protests,Peaceful protest,Anhui,星期二
2018/8/21,Violence against civilians,Attack,Shandong,星期二
2018/8/21,Protests,Peaceful protest,Guizhou,星期二
2018/8/21,Strategic developments,Looting/property destruction,Henan,星期二
2018/8/21,Strategic developments,Change to group/activity,Beijing,星期二
2018/8/21,Riots,Violent demonstration,Sichuan,星期二
2018/8/21,Strategic developments,Looting/property destruction,Henan,星期二
2018/8/21,Protests,Protest with intervention,Beijing,星期二
2018/8/21,Protests,Peaceful protest,Liaoning,星期二
2018/8/21,Protests,Protest with intervention,Shaanxi,星期二
2018/8/21,Protests,Peaceful protest,Hebei,星期二
2018/8/22,Protests,Excessive force against protesters,Jiangsu,星期三
2018/8/22,Protests,Peaceful protest,Jilin,星期三
2018/8/22,Violence against civilians,Abduction/forced disappearance,Guangdong,星期三
2018/8/22,Protests,Peaceful protest,Guangdong,星期三
2018/8/22,Protests,Peaceful protest,Jilin,星期三
2018/8/22,Protests,Peaceful protest,Hunan,星期三
2018/8/22,Violence against civilians,Attack,Henan,星期三
2018/8/22,Protests,Peaceful protest,Hebei,星期三
2018/8/22,Protests,Peaceful protest,Hunan,星期三
2018/8/23,Violence against civilians,Abduction/forced disappearance,Guangdong,星期四
2018/8/23,Violence against civilians,Attack,Fujian,星期四
2018/8/23,Protests,Peaceful protest,Hainan,星期四
2018/8/23,Protests,Peaceful protest,Fujian,星期四
2018/8/23,Protests,Protest with intervention,Henan,星期四
2018/8/23,Protests,Peaceful protest,Hunan,星期四
2018/8/23,Strategic developments,Change to group/activity,Xinjiang,星期四
2018/8/23,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/23,Protests,Peaceful protest,Hebei,星期四
2018/8/23,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/24,Protests,Protest with intervention,Sichuan,星期五
2018/8/24,Protests,Peaceful protest,Henan,星期五
2018/8/24,Protests,Peaceful protest,Fujian,星期五
2018/8/24,Protests,Protest with intervention,Guangdong,星期五
2018/8/24,Protests,Peaceful protest,Sichuan,星期五
2018/8/24,Protests,Peaceful protest,Anhui,星期五
2018/8/24,Protests,Peaceful protest,Hebei,星期五
2018/8/24,Protests,Peaceful protest,Guangdong,星期五
2018/8/24,Strategic developments,Looting/property destruction,Henan,星期五
2018/8/24,Strategic developments,Looting/property destruction,Gansu,星期五
2018/8/24,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/8/24,Strategic developments,Looting/property destruction,Henan,星期五
2018/8/24,Strategic developments,Looting/property destruction,Henan,星期五
2018/8/24,Protests,Protest with intervention,Henan,星期五
2018/8/25,Strategic developments,Looting/property destruction,Henan,星期六
2018/8/25,Strategic developments,Looting/property destruction,Henan,星期六
2018/8/25,Riots,Mob violence,Hainan,星期六
2018/8/25,Strategic developments,Looting/property destruction,Henan,星期六
2018/8/26,Strategic developments,Arrests,Jiangxi,星期日
2018/8/26,Strategic developments,Looting/property destruction,Henan,星期日
2018/8/26,Violence against civilians,Attack,Guangdong,星期日
2018/8/26,Strategic developments,Other,Beijing,星期日
2018/8/26,Strategic developments,Looting/property destruction,Henan,星期日
2018/8/26,Protests,Peaceful protest,Inner Mongolia,星期日
2018/8/27,Protests,Peaceful protest,Hebei,星期一
2018/8/27,Violence against civilians,Abduction/forced disappearance,Henan,星期一
2018/8/27,Protests,Protest with intervention,Henan,星期一
2018/8/27,Protests,Peaceful protest,Henan,星期一
2018/8/27,Protests,Peaceful protest,Jiangsu,星期一
2018/8/27,Strategic developments,Looting/property destruction,Henan,星期一
2018/8/27,Strategic developments,Looting/property destruction,Henan,星期一
2018/8/27,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/8/28,Violence against civilians,Abduction/forced disappearance,Shanghai,星期二
2018/8/28,Strategic developments,Looting/property destruction,Henan,星期二
2018/8/28,Strategic developments,Looting/property destruction,Henan,星期二
2018/8/28,Strategic developments,Change to group/activity,Henan,星期二
2018/8/28,Protests,Peaceful protest,Henan,星期二
2018/8/28,Protests,Protest with intervention,Guangdong,星期二
2018/8/28,Strategic developments,Looting/property destruction,Henan,星期二
2018/8/28,Strategic developments,Looting/property destruction,Henan,星期二
2018/8/28,Protests,Peaceful protest,Yunnan,星期二
2018/8/28,Protests,Peaceful protest,Inner Mongolia,星期二
2018/8/28,Protests,Peaceful protest,Fujian,星期二
2018/8/29,Violence against civilians,Abduction/forced disappearance,Beijing,星期三
2018/8/29,Strategic developments,Looting/property destruction,Henan,星期三
2018/8/29,Battles,Armed clash,Guizhou,星期三
2018/8/29,Protests,Peaceful protest,Shaanxi,星期三
2018/8/29,Strategic developments,Change to group/activity,Henan,星期三
2018/8/29,Protests,Peaceful protest,Chongqing,星期三
2018/8/29,Protests,Peaceful protest,Shandong,星期三
2018/8/29,Protests,Peaceful protest,Hubei,星期三
2018/8/29,Protests,Peaceful protest,Jiangxi,星期三
2018/8/29,Protests,Excessive force against protesters,Guangdong,星期三
2018/8/29,Violence against civilians,Attack,Jiangsu,星期三
2018/8/30,Protests,Peaceful protest,Macao,星期四
2018/8/30,Violence against civilians,Attack,Chongqing,星期四
2018/8/30,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/30,Violence against civilians,Attack,Henan,星期四
2018/8/30,Protests,Protest with intervention,Jiangxi,星期四
2018/8/30,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/30,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/30,Strategic developments,Looting/property destruction,Henan,星期四
2018/8/30,Protests,Peaceful protest,Shanghai,星期四
2018/8/31,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/8/31,Strategic developments,Looting/property destruction,Shaanxi,星期五
2018/8/31,Protests,Peaceful protest,Yunnan,星期五
2018/8/31,Protests,Peaceful protest,Guangxi,星期五
2018/8/31,Violence against civilians,Attack,Henan,星期五
2018/8/31,Strategic developments,Looting/property destruction,Shaanxi,星期五
2018/8/31,Strategic developments,Looting/property destruction,Henan,星期五
2018/8/31,Protests,Peaceful protest,Shaanxi,星期五
2018/8/31,Strategic developments,Looting/property destruction,Henan,星期五
2018/8/31,Protests,Peaceful protest,Hebei,星期五
2018/8/31,Protests,Peaceful protest,Henan,星期五
2018/9/1,Protests,Peaceful protest,Jiangsu,星期六
2018/9/1,Strategic developments,Looting/property destruction,Shandong,星期六
2018/9/1,Riots,Violent demonstration,Hunan,星期六
2018/9/1,Protests,Protest with intervention,Hunan,星期六
2018/9/1,Violence against civilians,Abduction/forced disappearance,Shanghai,星期六
2018/9/1,Strategic developments,Looting/property destruction,Henan,星期六
2018/9/1,Protests,Peaceful protest,Liaoning,星期六
2018/9/1,Protests,Peaceful protest,Chongqing,星期六
2018/9/1,Protests,Peaceful protest,Hubei,星期六
2018/9/1,Protests,Peaceful protest,Shaanxi,星期六
2018/9/1,Protests,Peaceful protest,Guangxi,星期六
2018/9/1,Strategic developments,Other,Beijing,星期六
2018/9/2,Protests,Peaceful protest,Guangdong,星期日
2018/9/2,Strategic developments,Change to group/activity,Guangdong,星期日
2018/9/2,Protests,Peaceful protest,Shaanxi,星期日
2018/9/2,Strategic developments,Change to group/activity,Henan,星期日
2018/9/2,Strategic developments,Change to group/activity,Henan,星期日
2018/9/2,Protests,Peaceful protest,Hubei,星期日
2018/9/2,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/9/2,Violence against civilians,Attack,Henan,星期日
2018/9/3,Protests,Peaceful protest,Macao,星期一
2018/9/3,Protests,Peaceful protest,Jiangxi,星期一
2018/9/3,Protests,Peaceful protest,Guangdong,星期一
2018/9/3,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/9/3,Protests,Peaceful protest,Inner Mongolia,星期一
2018/9/3,Protests,Peaceful protest,Shandong,星期一
2018/9/3,Protests,Peaceful protest,Sichuan,星期一
2018/9/3,Protests,Protest with intervention,Shandong,星期一
2018/9/3,Violence against civilians,Attack,Jiangsu,星期一
2018/9/3,Protests,Protest with intervention,Beijing,星期一
2018/9/3,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/9/3,Protests,Protest with intervention,Jiangsu,星期一
2018/9/4,Protests,Peaceful protest,Hubei,星期二
2018/9/4,Protests,Peaceful protest,Shaanxi,星期二
2018/9/4,Protests,Peaceful protest,Shaanxi,星期二
2018/9/4,Protests,Peaceful protest,Jilin,星期二
2018/9/4,Violence against civilians,Attack,Chongqing,星期二
2018/9/4,Protests,Peaceful protest,Hubei,星期二
2018/9/4,Protests,Peaceful protest,Shanxi,星期二
2018/9/5,Protests,Peaceful protest,Sichuan,星期三
2018/9/5,Protests,Peaceful protest,Guangdong,星期三
2018/9/5,Strategic developments,Looting/property destruction,Henan,星期三
2018/9/5,Riots,Violent demonstration,Hubei,星期三
2018/9/5,Strategic developments,Looting/property destruction,Shanghai,星期三
2018/9/5,Strategic developments,Looting/property destruction,Henan,星期三
2018/9/5,Protests,Peaceful protest,Inner Mongolia,星期三
2018/9/5,Protests,Peaceful protest,Shandong,星期三
2018/9/5,Protests,Peaceful protest,Guangdong,星期三
2018/9/5,Strategic developments,Looting/property destruction,Henan,星期三
2018/9/5,Protests,Peaceful protest,Jilin,星期三
2018/9/5,Strategic developments,Looting/property destruction,Henan,星期三
2018/9/5,Strategic developments,Looting/property destruction,Henan,星期三
2018/9/5,Strategic developments,Looting/property destruction,Henan,星期三
2018/9/6,Protests,Protest with intervention,Shanghai,星期四
2018/9/6,Protests,Peaceful protest,Shaanxi,星期四
2018/9/6,Protests,Peaceful protest,Hunan,星期四
2018/9/6,Protests,Peaceful protest,Anhui,星期四
2018/9/7,Protests,Peaceful protest,Chongqing,星期五
2018/9/7,Protests,Peaceful protest,Henan,星期五
2018/9/7,Strategic developments,Change to group/activity,Henan,星期五
2018/9/7,Strategic developments,Looting/property destruction,Henan,星期五
2018/9/7,Protests,Peaceful protest,Shandong,星期五
2018/9/7,Strategic developments,Looting/property destruction,Xinjiang,星期五
2018/9/7,Strategic developments,Looting/property destruction,Fujian,星期五
2018/9/8,Protests,Peaceful protest,Shaanxi,星期六
2018/9/8,Violence against civilians,Attack,Henan,星期六
2018/9/8,Strategic developments,Looting/property destruction,Henan,星期六
2018/9/8,Protests,Protest with intervention,Shandong,星期六
2018/9/8,Violence against civilians,Attack,Guangdong,星期六
2018/9/9,Protests,Peaceful protest,Macao,星期日
2018/9/9,Protests,Protest with intervention,Hunan,星期日
2018/9/9,Protests,Peaceful protest,Heilongjiang,星期日
2018/9/9,Protests,Peaceful protest,Shanghai,星期日
2018/9/9,Strategic developments,Change to group/activity,Beijing,星期日
2018/9/10,Strategic developments,Looting/property destruction,Anhui,星期一
2018/9/10,Violence against civilians,Attack,Anhui,星期一
2018/9/10,Riots,Violent demonstration,Sichuan,星期一
2018/9/10,Protests,Peaceful protest,Shaanxi,星期一
2018/9/10,Protests,Peaceful protest,Shanxi,星期一
2018/9/10,Protests,Peaceful protest,Henan,星期一
2018/9/10,Protests,Peaceful protest,Guangdong,星期一
2018/9/10,Protests,Peaceful protest,Jiangxi,星期一
2018/9/10,Protests,Protest with intervention,Guangdong,星期一
2018/9/10,Strategic developments,Looting/property destruction,Beijing,星期一
2018/9/11,Protests,Peaceful protest,Hubei,星期二
2018/9/11,Protests,Peaceful protest,Guangdong,星期二
2018/9/11,Protests,Peaceful protest,Shandong,星期二
